distortion,actual_psnr,cnn_predicted,brisque_predicted,cnn_error,brisque_error
Blur_s1,23.33,22.81,55.27,0.52,31.94
Blur_s1,22.67,21.86,52.38,0.81,29.71
Blur_s1,22.99,23.57,55.22,0.58,32.22
Blur_s1,22.62,22.71,54.13,0.09,31.51
Blur_s1,23.85,23.13,53.43,0.73,29.58
Blur_s1,22.11,22.21,55.31,0.1,33.2
Blur_s1,23.1,22.79,54.35,0.32,31.24
Blur_s1,25.02,24.12,54.17,0.9,29.15
Blur_s1,23.92,23.3,54.11,0.62,30.19
Blur_s1,22.58,22.37,54.01,0.21,31.43
Blur_s1,22.59,22.96,55.39,0.38,32.81
Blur_s1,24.58,23.66,53.51,0.92,28.94
Blur_s1,23.81,23.08,52.38,0.73,28.57
Blur_s1,20.95,21.29,54.91,0.34,33.97
Blur_s1,23.99,22.59,52.06,1.4,28.07
Blur_s1,22.79,23.35,48.66,0.56,25.87
Blur_s1,24.11,22.43,53.64,1.69,29.53
Blur_s1,22.92,22.43,56.34,0.49,33.42
Blur_s1,23.23,23.13,56.28,0.1,33.05
Blur_s1,24.84,23.61,55.66,1.23,30.82
Blur_s1,23.58,23.45,48.21,0.13,24.63
Blur_s1,23.0,22.44,51.44,0.56,28.43
Blur_s1,23.46,22.42,50.14,1.04,26.68
Blur_s1,25.53,24.72,47.52,0.8,21.99
Blur_s1,23.43,23.51,53.5,0.08,30.07
Blur_s1,22.47,22.44,53.97,0.04,31.5
Blur_s1,23.0,22.85,45.88,0.15,22.88
Blur_s1,22.34,21.89,53.35,0.45,31.02
Blur_s1,22.56,22.65,53.97,0.09,31.41
Blur_s1,23.76,22.31,51.73,1.45,27.97
Blur_s1,23.18,23.35,52.44,0.16,29.26
Blur_s1,24.29,23.59,52.97,0.71,28.67
Blur_s1,23.04,21.99,55.62,1.05,32.58
Blur_s1,23.54,23.53,53.23,0.02,29.68
Blur_s1,23.2,22.27,54.74,0.93,31.53
Blur_s1,22.96,22.55,55.38,0.41,32.42
Blur_s1,22.74,22.59,53.57,0.16,30.83
Blur_s1,23.41,23.11,54.44,0.3,31.03
Blur_s1,22.9,22.44,54.77,0.46,31.87
Blur_s1,22.31,22.36,54.11,0.05,31.8
Blur_s1,23.71,23.29,55.03,0.42,31.32
Blur_s1,23.13,23.09,56.24,0.05,33.11
Blur_s1,22.43,21.52,56.43,0.91,34.0
Blur_s1,23.06,22.45,54.75,0.62,31.69
Blur_s1,21.95,21.79,53.83,0.15,31.88
Blur_s1,22.18,22.32,55.11,0.14,32.93
Blur_s1,23.18,21.92,56.67,1.26,33.49
Blur_s1,23.5,23.56,56.2,0.06,32.7
Blur_s1,21.64,22.23,55.35,0.58,33.71
Blur_s1,22.23,21.98,55.28,0.25,33.05
Blur_s1,23.53,22.53,53.06,1.0,29.53
Blur_s1,22.96,23.41,54.65,0.44,31.69
Blur_s1,23.55,22.13,55.98,1.42,32.43
Blur_s1,23.69,22.82,52.33,0.86,28.65
Blur_s1,23.0,22.47,56.38,0.53,33.38
Blur_s1,23.71,23.51,51.95,0.19,28.24
Blur_s1,22.84,22.38,53.86,0.46,31.02
Blur_s1,22.21,21.85,53.77,0.36,31.56
Blur_s1,23.92,24.5,51.78,0.59,27.87
Blur_s1,22.4,22.75,52.01,0.35,29.61
Blur_s1,22.87,23.5,55.14,0.63,32.27
Blur_s1,22.82,22.04,53.45,0.78,30.63
Blur_s1,23.25,22.94,54.4,0.31,31.15
Blur_s1,23.18,23.24,52.77,0.06,29.59
Blur_s1,22.84,22.58,55.17,0.26,32.33
Blur_s1,20.68,21.12,56.15,0.44,35.47
Blur_s1,22.05,22.21,55.65,0.16,33.6
Blur_s1,25.21,22.81,53.12,2.4,27.9
Blur_s1,22.52,21.86,54.54,0.65,32.02
Blur_s1,24.49,23.27,53.69,1.22,29.2
Blur_s1,22.51,21.86,53.31,0.65,30.79
Blur_s1,21.02,21.27,52.5,0.25,31.48
Blur_s1,27.31,26.16,28.38,1.15,1.07
Blur_s1,23.41,22.67,54.29,0.74,30.88
Blur_s1,25.03,23.83,53.69,1.2,28.66
Blur_s1,22.36,22.26,56.11,0.1,33.75
Blur_s1,23.32,23.36,54.09,0.04,30.77
Blur_s1,22.72,21.89,56.2,0.83,33.48
Blur_s1,21.84,22.35,56.79,0.51,34.95
Blur_s1,24.26,23.82,53.66,0.45,29.4
Blur_s1,24.13,22.99,55.22,1.14,31.09
Blur_s1,23.03,22.86,52.2,0.17,29.17
Blur_s1,22.85,22.42,55.15,0.44,32.3
Blur_s1,22.7,22.44,53.42,0.25,30.72
Blur_s1,23.55,22.86,53.08,0.69,29.53
Blur_s1,23.79,23.82,50.89,0.03,27.1
Blur_s1,22.72,22.06,51.37,0.66,28.65
Blur_s1,23.2,22.78,52.77,0.43,29.56
Blur_s1,22.74,22.81,55.43,0.07,32.68
Blur_s1,23.27,23.31,53.63,0.04,30.36
Blur_s1,22.66,23.09,55.51,0.43,32.85
Blur_s1,23.87,23.19,54.37,0.68,30.5
Blur_s1,23.31,22.95,55.2,0.37,31.89
Blur_s1,22.15,22.32,52.69,0.17,30.54
Blur_s1,24.93,23.03,52.57,1.9,27.64
Blur_s1,22.9,22.88,48.18,0.02,25.29
Blur_s1,21.78,21.54,54.96,0.25,33.18
Blur_s1,21.38,21.43,55.87,0.05,34.48
Blur_s1,22.53,21.81,53.31,0.72,30.78
Blur_s1,23.51,23.29,50.82,0.22,27.32
Blur_s1,21.8,22.68,55.22,0.87,33.42
Blur_s1,22.99,22.96,44.61,0.04,21.61
Blur_s1,21.92,22.29,56.79,0.37,34.88
Blur_s1,22.32,21.67,54.97,0.65,32.65
Blur_s1,23.38,23.06,53.25,0.32,29.87
Blur_s1,21.76,22.44,56.12,0.69,34.36
Blur_s1,22.39,22.09,54.86,0.3,32.47
Blur_s1,22.03,22.13,55.47,0.1,33.44
Blur_s1,23.49,22.92,54.43,0.57,30.94
Blur_s1,22.77,22.73,55.31,0.04,32.54
Blur_s1,23.54,23.35,53.91,0.19,30.37
Blur_s1,21.89,21.62,55.18,0.27,33.3
Blur_s1,21.16,21.65,54.0,0.49,32.84
Blur_s1,21.57,21.37,56.4,0.2,34.83
Blur_s1,23.1,22.52,54.32,0.58,31.21
Blur_s1,23.3,22.75,55.81,0.55,32.51
Blur_s1,22.94,22.5,49.82,0.44,26.88
Blur_s1,25.44,24.0,52.43,1.44,26.99
Blur_s1,21.87,21.5,55.89,0.37,34.02
Blur_s1,21.88,21.83,55.64,0.06,33.75
Blur_s1,23.34,23.89,52.8,0.55,29.46
Blur_s1,23.7,22.63,53.85,1.07,30.15
Blur_s1,24.12,24.04,56.63,0.08,32.51
Blur_s1,24.88,23.57,52.99,1.31,28.11
Blur_s1,22.33,22.77,54.17,0.44,31.84
Blur_s1,22.89,22.86,52.34,0.03,29.45
Blur_s1,24.11,23.08,54.73,1.03,30.62
Blur_s1,23.2,22.29,56.2,0.91,33.0
Blur_s1,22.52,22.54,54.5,0.02,31.98
Blur_s1,22.92,22.82,53.99,0.1,31.07
Blur_s1,22.13,22.35,56.25,0.22,34.12
Blur_s1,21.77,21.96,54.33,0.19,32.55
Blur_s1,22.67,22.97,52.7,0.3,30.03
Blur_s1,25.4,23.52,52.87,1.88,27.47
Blur_s1,23.11,22.98,54.15,0.13,31.05
Blur_s1,22.65,22.92,54.5,0.28,31.85
Blur_s1,24.11,24.01,53.16,0.11,29.05
Blur_s1,22.6,22.76,56.1,0.16,33.5
Blur_s1,23.82,23.03,54.43,0.79,30.61
Blur_s1,24.58,23.41,48.27,1.16,23.7
Blur_s1,22.58,22.33,54.81,0.25,32.23
Blur_s1,23.6,22.74,51.9,0.86,28.3
Blur_s1,23.05,22.02,55.94,1.04,32.89
Blur_s1,24.61,23.51,55.38,1.1,30.78
Blur_s1,23.6,22.37,55.63,1.23,32.03
Blur_s1,22.17,22.24,56.11,0.07,33.95
Blur_s1,22.44,21.56,51.87,0.88,29.43
Blur_s1,22.18,22.64,54.76,0.46,32.58
Blur_s1,25.65,23.45,54.97,2.2,29.31
Blur_s2,18.63,17.31,54.78,1.31,36.16
Blur_s2,18.61,17.69,53.11,0.92,34.5
Blur_s2,19.56,18.84,53.05,0.71,33.49
Blur_s2,17.34,17.82,54.08,0.47,36.74
Blur_s2,18.97,19.07,53.61,0.11,34.64
Blur_s2,18.17,16.97,52.05,1.2,33.88
Blur_s2,17.28,17.02,53.0,0.26,35.72
Blur_s2,20.9,19.26,51.48,1.64,30.58
Blur_s2,19.01,19.0,51.94,0.01,32.93
Blur_s2,20.59,17.67,52.72,2.92,32.12
Blur_s2,18.27,17.53,54.18,0.74,35.91
Blur_s2,19.15,18.1,51.87,1.05,32.72
Blur_s2,16.69,17.47,54.56,0.78,37.86
Blur_s2,17.25,17.71,53.89,0.45,36.64
Blur_s2,18.72,16.24,53.27,2.48,34.55
Blur_s2,19.08,17.83,52.13,1.25,33.05
Blur_s2,18.83,16.75,54.53,2.08,35.7
Blur_s2,19.16,18.08,52.64,1.08,33.48
Blur_s2,19.88,18.05,53.07,1.83,33.19
Blur_s2,17.48,17.01,53.87,0.47,36.39
Blur_s2,17.21,16.77,53.68,0.44,36.47
Blur_s2,17.62,17.45,54.29,0.17,36.66
Blur_s2,17.53,17.06,55.5,0.48,37.96
Blur_s2,17.34,16.71,55.49,0.63,38.15
Blur_s2,18.71,18.15,52.5,0.56,33.79
Blur_s2,20.73,19.37,50.95,1.36,30.22
Blur_s2,17.69,16.15,53.83,1.54,36.14
Blur_s2,18.39,17.43,52.68,0.97,34.28
Blur_s2,16.75,16.36,54.63,0.39,37.88
Blur_s2,18.54,19.53,53.7,0.99,35.16
Blur_s2,17.94,16.69,52.59,1.26,34.65
Blur_s2,19.16,17.51,54.25,1.65,35.09
Blur_s2,17.82,16.39,53.68,1.44,35.85
Blur_s2,17.15,16.4,53.24,0.75,36.09
Blur_s2,21.15,19.49,51.09,1.66,29.95
Blur_s2,18.61,18.34,53.77,0.27,35.17
Blur_s2,16.88,16.96,52.78,0.08,35.9
Blur_s2,18.01,16.33,51.86,1.68,33.84
Blur_s2,19.38,16.64,53.34,2.74,33.96
Blur_s2,17.22,16.8,53.8,0.41,36.58
Blur_s2,17.6,17.16,54.28,0.44,36.68
Blur_s2,17.63,17.44,54.94,0.19,37.3
Blur_s2,18.05,18.38,53.98,0.33,35.94
Blur_s2,17.48,16.98,53.36,0.5,35.89
Blur_s2,21.12,20.22,52.28,0.9,31.16
Blur_s2,17.63,17.27,52.88,0.36,35.25
Blur_s2,18.42,17.05,51.78,1.37,33.36
Blur_s2,17.11,16.21,53.61,0.9,36.5
Blur_s2,18.16,17.88,55.01,0.28,36.85
Blur_s2,17.93,17.53,53.91,0.4,35.97
Blur_s2,17.42,16.91,52.75,0.51,35.33
Blur_s2,18.57,17.69,55.28,0.88,36.71
Blur_s2,17.06,17.13,54.38,0.07,37.31
Blur_s2,18.52,17.94,53.22,0.58,34.7
Blur_s2,16.64,16.92,53.81,0.29,37.18
Blur_s2,19.14,17.66,52.77,1.48,33.63
Blur_s2,16.36,16.32,53.27,0.04,36.9
Blur_s2,17.58,18.08,53.48,0.5,35.9
Blur_s2,18.58,16.57,53.94,2.01,35.36
Blur_s2,18.5,17.54,53.19,0.97,34.69
Blur_s2,18.87,18.31,53.09,0.56,34.22
Blur_s2,17.96,17.84,52.93,0.11,34.97
Blur_s2,17.61,17.37,53.36,0.24,35.74
Blur_s2,17.41,16.37,54.54,1.05,37.13
Blur_s2,18.19,16.62,52.61,1.56,34.43
Blur_s2,18.04,18.96,52.52,0.92,34.48
Blur_s2,18.27,17.4,52.92,0.87,34.65
Blur_s2,17.88,17.23,53.68,0.66,35.8
Blur_s2,17.77,17.51,52.64,0.26,34.88
Blur_s2,17.92,16.98,54.24,0.93,36.32
Blur_s2,18.05,16.96,52.99,1.09,34.94
Blur_s2,18.82,16.3,52.77,2.52,33.95
Blur_s2,16.71,16.93,53.74,0.22,37.02
Blur_s2,18.43,17.67,52.82,0.77,34.39
Blur_s2,17.4,16.95,54.91,0.45,37.51
Blur_s2,18.01,18.35,53.22,0.34,35.22
Blur_s2,18.05,18.0,53.38,0.05,35.33
Blur_s2,16.39,16.37,53.84,0.02,37.44
Blur_s2,20.29,19.28,53.49,1.01,33.2
Blur_s2,18.53,18.12,52.94,0.4,34.41
Blur_s2,17.63,16.66,53.9,0.97,36.27
Blur_s2,17.59,17.12,53.89,0.47,36.3
Blur_s2,17.34,17.19,54.07,0.15,36.73
Blur_s2,17.03,17.37,53.93,0.34,36.9
Blur_s2,20.43,19.64,50.57,0.79,30.15
Blur_s2,19.3,17.76,52.64,1.54,33.34
Blur_s2,18.14,16.8,51.86,1.34,33.72
Blur_s2,17.54,16.03,54.01,1.5,36.47
Blur_s2,17.97,17.44,53.36,0.53,35.39
Blur_s2,17.37,15.98,54.2,1.39,36.83
Blur_s2,20.37,17.5,51.92,2.87,31.55
Blur_s2,18.54,17.32,52.86,1.22,34.32
Blur_s2,19.36,17.38,54.52,1.99,35.16
Blur_s2,16.76,16.48,54.16,0.28,37.4
Blur_s2,17.77,17.9,53.38,0.13,35.61
Blur_s2,17.98,16.95,54.59,1.03,36.61
Blur_s2,18.12,16.47,53.18,1.65,35.06
Blur_s2,18.17,17.41,53.8,0.77,35.62
Blur_s2,18.55,18.77,53.65,0.23,35.1
Blur_s2,17.68,17.58,53.63,0.1,35.95
Blur_s2,17.2,16.38,51.71,0.82,34.51
Blur_s2,18.02,17.3,53.2,0.72,35.19
Blur_s2,18.1,17.05,54.19,1.06,36.09
Blur_s2,17.04,16.17,55.26,0.87,38.23
Blur_s2,16.87,16.9,54.5,0.03,37.63
Blur_s2,17.05,16.23,54.96,0.82,37.91
Blur_s2,18.4,17.41,52.37,0.99,33.96
Blur_s2,18.0,17.06,54.04,0.94,36.04
Blur_s2,18.08,16.86,53.2,1.21,35.13
Blur_s2,18.59,17.89,53.03,0.7,34.44
Blur_s2,17.99,16.61,52.65,1.37,34.66
Blur_s2,18.28,17.23,53.52,1.05,35.24
Blur_s2,16.59,16.68,54.0,0.09,37.41
Blur_s2,17.98,17.1,53.54,0.87,35.57
Blur_s2,18.56,17.72,51.82,0.84,33.27
Blur_s2,16.92,17.96,54.01,1.04,37.09
Blur_s2,16.89,16.39,53.02,0.5,36.13
Blur_s2,17.72,17.25,53.48,0.47,35.76
Blur_s2,19.63,17.93,53.25,1.7,33.62
Blur_s2,19.59,19.94,51.08,0.35,31.49
Blur_s2,20.93,18.9,52.27,2.04,31.34
Blur_s2,22.09,20.31,49.82,1.77,27.73
Blur_s2,17.15,17.16,54.72,0.02,37.57
Blur_s2,16.47,16.57,53.58,0.09,37.11
Blur_s2,16.8,17.23,54.2,0.43,37.39
Blur_s2,19.57,18.38,53.42,1.18,33.86
Blur_s2,17.71,16.98,53.39,0.73,35.68
Blur_s2,16.27,16.85,53.29,0.58,37.02
Blur_s2,17.81,16.93,53.11,0.88,35.3
Blur_s2,16.85,16.15,52.84,0.7,35.99
Blur_s2,16.66,16.42,53.5,0.24,36.84
Blur_s2,18.36,16.78,53.85,1.57,35.5
Blur_s2,18.81,20.0,52.91,1.19,34.1
Blur_s2,18.18,18.08,52.19,0.1,34.01
Blur_s2,18.96,17.32,52.85,1.64,33.89
Blur_s2,18.11,17.16,52.79,0.95,34.67
Blur_s2,17.75,16.89,53.02,0.87,35.27
Blur_s2,17.39,16.68,53.51,0.7,36.13
Blur_s2,19.8,18.29,51.31,1.5,31.52
Blur_s2,17.36,17.1,53.49,0.26,36.13
Blur_s2,18.07,16.89,52.07,1.18,34.0
Blur_s2,18.83,17.71,51.77,1.11,32.95
Blur_s2,20.26,18.64,51.12,1.63,30.86
Blur_s2,17.57,17.31,54.83,0.26,37.26
Blur_s2,21.92,19.51,49.42,2.41,27.5
Blur_s2,17.64,17.49,53.58,0.15,35.93
Blur_s2,17.57,17.56,53.45,0.01,35.88
Blur_s2,17.24,16.94,55.93,0.3,38.69
Blur_s2,18.14,17.22,53.33,0.92,35.19
Blur_s2,17.85,17.14,53.78,0.71,35.93
Blur_s2,18.96,17.88,54.06,1.08,35.09
Blur_s2,18.23,18.66,53.91,0.42,35.67
Blur_s2,19.16,19.87,53.18,0.7,34.01
Blur_s2,18.04,17.08,52.52,0.96,34.47
Blur_s2,18.17,18.3,53.08,0.13,34.91
Blur_s2,17.66,16.6,54.38,1.06,36.72
Blur_s2,19.56,18.69,53.47,0.87,33.91
Blur_s2,18.56,17.2,53.77,1.36,35.21
Blur_s2,16.6,16.48,53.67,0.11,37.07
Blur_s2,18.23,17.4,52.91,0.83,34.68
Blur_s2,19.0,18.36,52.35,0.64,33.35
Blur_s2,19.84,18.39,51.51,1.44,31.68
Blur_s2,19.28,19.72,54.48,0.44,35.2
Blur_s2,17.59,17.29,53.74,0.3,36.15
Blur_s2,18.49,18.13,53.5,0.37,35.0
Blur_s2,17.25,17.64,54.1,0.39,36.84
Blur_s2,17.49,17.43,53.12,0.07,35.62
Blur_s2,17.84,17.85,53.05,0.01,35.21
Blur_s2,20.43,18.14,51.52,2.29,31.09
Blur_s2,16.53,16.81,54.56,0.28,38.03
Blur_s2,18.62,17.04,53.79,1.58,35.17
Blur_s2,18.02,16.49,53.85,1.53,35.83
Blur_s2,18.14,16.72,53.32,1.42,35.18
Blur_s2,16.81,16.08,54.17,0.73,37.36
Blur_s2,18.85,17.25,53.69,1.6,34.84
Blur_s2,17.56,17.56,54.28,0.0,36.72
Blur_s2,17.62,17.04,53.45,0.58,35.83
Blur_s2,18.53,19.02,54.62,0.49,36.09
Blur_s2,18.63,17.71,52.99,0.92,34.35
Blur_s2,16.7,16.36,53.22,0.34,36.52
Blur_s2,19.0,17.47,52.48,1.53,33.48
Blur_s2,17.76,17.37,53.45,0.39,35.69
Blur_s2,18.22,17.27,54.19,0.96,35.97
Blur_s2,19.08,17.44,54.21,1.63,35.13
Blur_s2,16.69,17.07,54.17,0.38,37.49
Blur_s2,18.17,17.62,54.08,0.55,35.91
Blur_s2,17.41,16.25,54.73,1.15,37.32
Blur_s2,19.22,18.59,54.49,0.63,35.27
Blur_s2,18.21,18.35,51.78,0.14,33.56
Blur_s2,18.79,19.41,52.65,0.62,33.86
Blur_s2,18.56,17.85,53.53,0.71,34.97
Blur_s2,17.35,15.5,52.49,1.85,35.15
Blur_s2,18.48,17.04,52.33,1.44,33.85
Blur_s2,18.48,18.03,53.65,0.45,35.16
Blur_s2,18.4,18.91,53.05,0.51,34.66
Blur_s2,17.51,18.17,54.62,0.66,37.11
Blur_s2,20.21,19.8,50.75,0.41,30.54
Blur_s2,19.25,19.18,52.51,0.07,33.26
Blur_s2,17.18,16.65,54.17,0.53,36.99
Blur_s2,19.63,19.45,52.28,0.18,32.64
Blur_s2,16.72,16.69,54.82,0.02,38.1
Blur_s2,20.55,17.5,51.43,3.05,30.88
Blur_s2,17.15,16.73,53.93,0.42,36.78
Blur_s2,18.1,17.4,53.79,0.7,35.7
Blur_s2,19.75,17.41,52.83,2.34,33.08
Blur_s2,17.53,17.35,52.81,0.18,35.28
Blur_s2,18.53,17.79,52.53,0.74,34.0
Blur_s2,18.19,19.01,52.77,0.82,34.58
Blur_s2,18.32,17.91,52.83,0.41,34.51
Blur_s2,17.5,17.09,55.79,0.41,38.29
Blur_s2,17.06,16.79,53.54,0.28,36.47
Blur_s2,19.75,17.63,51.94,2.12,32.18
Blur_s2,18.45,18.82,52.9,0.37,34.46
Blur_s2,17.15,16.25,54.41,0.9,37.27
Blur_s2,19.69,20.96,56.54,1.27,36.85
Blur_s2,18.77,16.9,53.6,1.87,34.82
Blur_s2,19.02,17.5,55.51,1.52,36.49
Blur_s2,19.96,18.62,50.84,1.34,30.88
Blur_s2,16.95,15.98,54.89,0.96,37.94
Blur_s2,17.1,17.84,55.49,0.75,38.4
Blur_s2,19.07,18.02,53.16,1.05,34.1
Blur_s2,18.39,17.03,53.24,1.36,34.85
Blur_s2,17.95,17.47,54.59,0.48,36.64
Blur_s2,16.61,16.71,52.84,0.1,36.23
Blur_s2,17.25,16.69,54.02,0.56,36.77
Blur_s2,18.85,17.5,53.19,1.35,34.35
Blur_s2,17.7,16.56,52.52,1.14,34.82
Blur_s2,16.84,17.68,55.66,0.84,38.82
Blur_s2,17.61,18.93,53.03,1.33,35.43
Blur_s2,19.08,18.03,52.58,1.04,33.51
Blur_s2,17.99,17.53,53.41,0.46,35.42
Blur_s2,17.86,17.18,53.34,0.67,35.48
Blur_s2,17.59,17.01,52.3,0.58,34.71
Blur_s2,16.98,16.85,54.42,0.13,37.44
Blur_s2,17.25,16.18,53.01,1.08,35.76
Blur_s2,19.01,17.14,52.43,1.86,33.43
Blur_s2,18.11,17.28,53.99,0.84,35.88
Blur_s2,18.72,19.34,52.84,0.62,34.12
Blur_s2,18.49,16.91,52.72,1.58,34.23
Blur_s2,18.62,17.17,52.29,1.45,33.67
Blur_s2,17.51,16.41,53.79,1.1,36.28
Blur_s2,18.33,17.76,51.89,0.58,33.55
Blur_s2,18.07,17.38,53.5,0.69,35.44
Blur_s2,17.35,16.67,53.52,0.68,36.17
Blur_s2,18.43,16.96,53.43,1.47,35.01
Blur_s2,18.29,17.84,55.65,0.45,37.36
Blur_s2,19.05,18.17,51.45,0.88,32.4
Blur_s2,18.03,17.07,51.92,0.96,33.89
Blur_s2,16.95,16.73,54.6,0.22,37.65
Blur_s2,17.27,17.73,54.91,0.46,37.64
Blur_s2,17.26,16.95,54.43,0.3,37.18
Blur_s2,17.65,17.59,53.56,0.06,35.91
Blur_s2,19.06,17.98,51.11,1.08,32.05
Blur_s2,18.68,18.74,53.64,0.06,34.96
Blur_s2,18.09,17.87,52.23,0.22,34.14
Blur_s2,18.33,17.93,52.27,0.4,33.94
Blur_s2,17.83,16.45,53.2,1.38,35.37
Blur_s2,20.05,19.47,52.4,0.58,32.34
Blur_s2,17.39,17.2,55.71,0.19,38.32
Blur_s2,16.64,17.08,54.42,0.43,37.78
Blur_s2,18.92,17.26,52.82,1.67,33.89
Blur_s2,16.84,16.7,55.05,0.15,38.2
Blur_s2,18.57,16.97,52.91,1.61,34.34
Blur_s2,18.27,18.05,55.66,0.23,37.38
Blur_s2,17.88,17.28,53.68,0.6,35.81
Blur_s2,18.13,18.55,53.61,0.42,35.48
Blur_s2,19.06,17.62,52.17,1.44,33.1
Blur_s2,18.76,18.54,51.71,0.22,32.95
Blur_s2,17.23,16.12,53.08,1.11,35.85
Blur_s2,18.59,17.99,53.82,0.6,35.23
Blur_s2,16.7,17.36,54.22,0.66,37.52
Blur_s2,17.13,17.4,54.68,0.27,37.54
Blur_s2,18.28,18.05,52.75,0.23,34.47
Blur_s2,17.26,16.87,53.35,0.39,36.09
Blur_s2,18.84,18.2,52.32,0.64,33.49
Blur_s2,17.47,16.91,53.47,0.56,36.0
Blur_s2,17.58,17.05,52.55,0.53,34.97
Blur_s2,17.48,17.27,54.13,0.21,36.65
Blur_s2,18.32,18.28,53.65,0.04,35.33
Blur_s2,17.13,16.93,54.4,0.19,37.28
Blur_s2,17.44,16.63,53.29,0.81,35.85
Blur_s2,17.12,16.82,54.27,0.3,37.15
Blur_s2,18.08,18.21,54.24,0.12,36.15
Blur_s2,17.1,16.6,53.91,0.5,36.81
Blur_s2,17.24,16.81,53.95,0.43,36.71
Blur_s2,18.28,16.62,53.3,1.66,35.02
Blur_s2,18.47,18.88,53.59,0.41,35.12
Blur_s2,19.2,18.53,51.84,0.68,32.64
Blur_s2,18.46,17.85,54.53,0.61,36.07
Blur_s2,17.75,17.1,54.85,0.65,37.1
Blur_s2,17.84,16.68,53.69,1.16,35.85
Blur_s2,18.59,16.99,53.79,1.6,35.2
Blur_s2,17.73,17.46,53.74,0.26,36.01
Blur_s2,18.28,17.3,51.56,0.98,33.29
Blur_s2,18.01,17.35,52.36,0.66,34.34
Blur_s2,16.91,15.07,53.8,1.84,36.89
Blur_s2,17.83,16.56,53.32,1.27,35.49
Blur_s2,16.25,16.88,53.66,0.63,37.4
Blur_s2,17.18,16.81,54.68,0.37,37.5
Blur_s2,17.79,16.84,54.29,0.95,36.5
Blur_s2,17.41,16.39,53.97,1.02,36.56
Blur_s2,17.64,16.26,54.61,1.39,36.97
Blur_s2,17.94,17.04,52.45,0.9,34.51
Blur_s2,17.31,16.47,53.91,0.84,36.61
Blur_s2,18.1,18.12,54.01,0.02,35.91
Blur_s2,18.27,17.15,53.5,1.12,35.23
Blur_s2,18.95,17.95,52.69,1.0,33.74
Blur_s2,17.83,18.06,54.28,0.23,36.45
Blur_s2,18.31,16.73,52.76,1.58,34.45
Blur_s2,17.48,16.9,54.79,0.58,37.31
Blur_s2,18.0,16.48,53.09,1.52,35.09
Blur_s2,20.37,19.78,50.42,0.59,30.06
Blur_s2,19.96,19.04,51.5,0.92,31.54
Blur_s2,18.37,16.39,53.07,1.98,34.7
Blur_s2,16.86,15.76,52.97,1.1,36.11
Blur_s2,21.13,19.07,50.75,2.06,29.62
Blur_s2,19.82,18.27,52.92,1.55,33.1
Blur_s2,17.04,16.23,54.83,0.81,37.79
Blur_s2,18.14,17.64,53.84,0.5,35.7
Blur_s2,16.5,17.4,54.88,0.9,38.38
Blur_s2,18.65,17.32,53.96,1.32,35.31
Blur_s2,17.65,16.66,52.35,1.0,34.7
Blur_s2,18.12,18.21,52.54,0.09,34.42
Blur_s2,18.19,17.73,52.33,0.46,34.14
Blur_s2,17.94,17.59,53.24,0.36,35.3
Blur_s2,19.23,17.91,51.84,1.32,32.62
Blur_s2,17.11,16.57,52.9,0.54,35.78
Blur_s2,18.84,16.95,53.53,1.89,34.68
Blur_s2,17.8,17.68,54.05,0.11,36.25
Blur_s2,17.03,17.05,54.67,0.02,37.64
Blur_s2,16.98,16.45,53.96,0.53,36.98
Blur_s2,17.58,16.38,54.89,1.2,37.32
Blur_s2,18.02,18.36,53.78,0.35,35.77
Blur_s2,17.29,17.9,55.11,0.61,37.82
Blur_s2,18.84,18.35,52.69,0.49,33.85
Blur_s2,18.19,17.81,52.74,0.38,34.55
Blur_s2,17.38,17.3,53.73,0.08,36.35
Blur_s2,16.9,17.16,55.25,0.26,38.35
Blur_s2,17.09,17.01,55.21,0.07,38.12
Blur_s2,17.64,17.16,53.73,0.48,36.09
Blur_s2,16.58,16.6,53.05,0.01,36.46
Blur_s2,17.93,17.95,53.37,0.02,35.44
Blur_s2,17.04,16.25,52.99,0.79,35.96
Blur_s2,18.82,18.62,53.56,0.2,34.74
Blur_s2,18.48,17.89,52.5,0.59,34.02
Blur_s2,19.66,19.96,56.48,0.3,36.82
Blur_s2,20.25,17.19,51.98,3.06,31.74
Blur_s2,17.29,17.94,53.47,0.65,36.18
Blur_s2,17.72,16.89,53.6,0.83,35.88
Blur_s2,17.89,16.77,52.97,1.12,35.08
Blur_s2,22.79,23.41,47.95,0.62,25.16
Blur_s2,18.73,16.5,53.96,2.23,35.23
Blur_s2,18.72,18.41,53.0,0.31,34.28
Blur_s2,17.38,16.74,54.37,0.64,36.99
Blur_s2,18.72,17.65,53.23,1.06,34.51
Blur_s2,18.56,17.31,53.39,1.25,34.83
Blur_s2,17.81,16.2,53.74,1.61,35.93
Blur_s2,18.16,17.76,51.43,0.41,33.26
Blur_s2,19.49,17.42,52.49,2.07,33.0
Blur_s2,19.47,19.97,52.49,0.5,33.02
Blur_s2,17.52,17.16,53.87,0.36,36.35
Blur_s2,20.68,19.97,51.61,0.71,30.93
Blur_s2,18.21,17.91,51.21,0.3,33.0
Blur_s2,17.53,16.48,53.72,1.05,36.19
Blur_s2,18.46,16.98,52.53,1.48,34.07
Blur_s2,18.89,18.11,51.5,0.77,32.62
Blur_s2,17.37,16.91,52.75,0.46,35.38
Blur_s2,17.79,17.2,53.07,0.6,35.28
